country,date,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
Afghanistan,2022-03-21,,estimate,0.800523868524464,0.798601790904765,0.0469841271182341,0.718443721397261,0.769715747777986,0.789896498795281,0.811505977888856,0.828885488401635,0.870279810651535
Afghanistan,2022-03-22,,estimate,0.806078598875931,0.804337456235687,0.0458703112451858,0.727643369078658,0.77561252273165,0.794965818346316,0.816479800332939,0.833525579128385,0.875281535551643
Afghanistan,2022-03-23,,estimate,0.810764972331987,0.810528764598698,0.0452218119527795,0.737041581354599,0.782286865898748,0.800596741827952,0.821688878761684,0.838500487299396,0.882323621561105
Afghanistan,2022-03-24,,estimate,0.816770969114033,0.817081948122396,0.0451331278195321,0.746469191081176,0.788888135868993,0.806326635232287,0.827232878759401,0.844058432405612,0.889648923388122
Afghanistan,2022-03-25,,estimate,0.822429462528669,0.82389562673296,0.0456175809781064,0.753993733959894,0.795991736538667,0.813050470919798,0.832740688722051,0.849745875564691,0.89783167813656
Afghanistan,2022-03-26,,estimate,0.828970934283538,0.830862970514725,0.0465985301852637,0.761188474964002,0.802437957339071,0.81914399920607,0.838938334841635,0.856122335854755,0.907393040322827
Afghanistan,2022-03-27,,estimate,0.835334877922686,0.83787464504412,0.0479297641174098,0.767524674728292,0.808067875151385,0.825259505683627,0.84503448328952,0.862828701337882,0.916796456670525
Afghanistan,2022-03-28,,estimate,0.841256740072405,0.84482237158127,0.0494336190104501,0.774243451890689,0.814580579983172,0.83126545556496,0.850912896895867,0.869400524543191,0.927001099491551
Afghanistan,2022-03-29,,estimate,0.846921548760557,0.851602777061592,0.0509379502762803,0.781567352330141,0.820538516063125,0.837256464072204,0.8570752742652,0.875601337736445,0.938439371091576
Afghanistan,2022-03-30,,estimate,0.852639244365099,0.858121211942114,0.0522984036901498,0.787158805568506,0.826054891463296,0.842803827542379,0.862848708536456,0.882343571648155,0.949983945823243
Afghanistan,2022-03-31,,estimate,0.85814891992373,0.864295353880994,0.0534036575671927,0.792121032193166,0.831644776266367,0.84856765127836,0.868483021346159,0.887817895983789,0.962461809654254
Afghanistan,2022-04-01,,estimate,0.863738936088273,0.870058560902257,0.0541711953328699,0.797056560982684,0.836571239567096,0.853658909541521,0.874315038605733,0.893530126095058,0.96969494835084
Afghanistan,2022-04-02,,estimate,0.869102125237544,0.875362941600226,0.0545446521532671,0.801995653920254,0.84160074875818,0.858566001366867,0.879387967381993,0.899216656439294,0.976156736527585
Afghanistan,2022-04-03,,estimate,0.873870776846242,0.880181942295019,0.054499391758081,0.806078885590931,0.84677534892993,0.863119532877963,0.884492004251628,0.904729492480882,0.977814973046194
Afghanistan,2022-04-04,,estimate,0.878731395993708,0.88451204596437,0.0540547126289573,0.810656209817384,0.851039522925639,0.868519948523282,0.889406564674595,0.908629440575686,0.981584796896266
Afghanistan,2022-04-05,,estimate,0.883543983933488,0.888373127415443,0.0532849968221449,0.814529219026956,0.85502178511488,0.873106756874346,0.894212904813851,0.912840541008866,0.981420259259561
Afghanistan,2022-04-06,,estimate,0.887797492089365,0.891807205983768,0.0523208817190953,0.818278345520852,0.858989919917453,0.876232894126557,0.898399336269866,0.918099827367716,0.982077309244775
Afghanistan,2022-04-07,,estimate,0.891243940486176,0.894875710962254,0.0513344366695893,0.819915218743993,0.862759470240797,0.879922657931874,0.90249374421852,0.922530239219817,0.981800869291278
Afghanistan,2022-04-08,,estimate,0.895095235366593,0.897655752877892,0.0505085249387817,0.820751698538673,0.866856358350189,0.883711934123349,0.906701696070479,0.927173437749359,0.983788836267305
Afghanistan,2022-04-09,,estimate,0.898515069344255,0.900236102313356,0.0499990749995449,0.820364705084489,0.869982708598573,0.887779462570955,0.910197340073264,0.930112596440219,0.981852709313993
Afghanistan,2022-04-10,,estimate,0.901766534926594,0.902713525172799,0.0499055035946126,0.820777628297871,0.873048047359153,0.891196122640059,0.914266119785211,0.933261549465776,0.983889609358162
Afghanistan,2022-04-11,,estimate,0.906374584504046,0.905189843291414,0.050261830357552,0.821341406111772,0.875475606913751,0.894922888606781,0.917742889914208,0.936693783222469,0.984014716911147
Afghanistan,2022-04-12,,estimate,0.910093442207259,0.907769734777091,0.0510479515091726,0.819644903232459,0.877592798186551,0.898937054219413,0.921279909316739,0.940071077901041,0.985862021621552
Afghanistan,2022-04-13,,estimate,0.913789072449715,0.910559048689014,0.0522081208151003,0.817654611801077,0.879706708718352,0.9023347581218,0.92550897707106,0.943783775124311,0.989736738203856
Afghanistan,2022-04-14,,estimate,0.91795865363845,0.913663382280323,0.0536640273199561,0.817795365898761,0.882580936434365,0.905594796255855,0.930060671843762,0.948578502023583,0.993885661053873
Afghanistan,2022-04-15,,estimate,0.922393159176727,0.917186788516702,0.0553205008650387,0.816524478070767,0.885774487495135,0.909640660815247,0.935460907059504,0.953715485506839,0.997942973675285
Afghanistan,2022-04-16,,estimate,0.927628677003752,0.921230572362877,0.0570697321140887,0.816270601630627,0.88876694111373,0.913761924860735,0.940965711507083,0.95981732741797,1.00272317797645
Afghanistan,2022-04-17,,estimate,0.933551913743057,0.925892075249823,0.0587981959435034,0.81783438244814,0.892714770365165,0.919969935584571,0.947140326437976,0.966189134236178,1.00853579804048
Afghanistan,2022-04-18,,estimate,0.940238598524108,0.931263187557529,0.0603944152137213,0.818089982743447,0.89798468720878,0.926235049138876,0.953365228912168,0.97220528896921,1.01538244054713
Afghanistan,2022-04-19,,estimate,0.947785679741312,0.937428246180353,0.0617531844269932,0.818614882136058,0.904618939785166,0.933245346743672,0.959925359820906,0.978890702942379,1.02080162954886
Afghanistan,2022-04-20,,estimate,0.955441487061717,0.944461106746835,0.0627747887842397,0.824030632379879,0.911939098541398,0.94070446204472,0.967321357458654,0.987105447750428,1.02818391134547
Afghanistan,2022-04-21,,estimate,0.963179398286674,0.95242148988601,0.0633625684212087,0.831609842476744,0.920847402354517,0.949310869566277,0.975861565007473,0.994594508978106,1.03655509128772
Afghanistan,2022-04-22,,estimate,0.972202594763495,0.96135099133804,0.0634247030948153,0.837566841727626,0.929132912237912,0.958281572480038,0.984260541376377,1.00307767783083,1.04602591319739
Afghanistan,2022-04-23,,estimate,0.981089208147506,0.971269220382728,0.0628848704180521,0.849622857402904,0.939251563192132,0.967828500174477,0.994107070983461,1.01238700270786,1.05455799381203
Afghanistan,2022-04-24,,estimate,0.991746799082777,0.982170351979289,0.0617033453428188,0.863370655360431,0.951489332466847,0.9780675523986,1.00376122280711,1.02248597978563,1.06493089008961
Afghanistan,2022-04-25,,estimate,1.00193681479203,0.99402008429426,0.0599080726439164,0.880009851763017,0.965049495762957,0.989460818182004,1.01394039488879,1.03245284141258,1.07532298245427
Afghanistan,2022-04-26,,estimate,1.01253442446274,1.00675278474688,0.0576348711451997,0.898792314731564,0.977547604485451,1.00095553796692,1.02421842985394,1.04364931911727,1.08884992114187
Afghanistan,2022-04-27,,estimate,1.02458563599239,1.02026861549639,0.0551738527577411,0.919185788024771,0.990423126786031,1.01296584778576,1.03607133902572,1.05536214904543,1.10189848345431
Afghanistan,2022-04-28,,estimate,1.03651277453328,1.03443066890013,0.0530076517302826,0.942465555396608,1.0047275922748,1.02520999703602,1.04855638202586,1.06753040361184,1.11700334484882
Afghanistan,2022-04-29,,estimate,1.04920851175957,1.04906254169268,0.0517974338818625,0.96291698798081,1.01793966928329,1.03709892633465,1.06065346226102,1.0809351578149,1.13276936826049
Afghanistan,2022-04-30,,estimate,1.061624163643,1.06394721538887,0.0522416723119974,0.982054062636855,1.03138621578593,1.05094410320732,1.07383382257143,1.09452686474663,1.15342198914706
Afghanistan,2022-05-01,,estimate,1.07371132437831,1.07882845159459,0.0547899131814639,0.998251996692528,1.043877563746,1.06299024557524,1.08780510832692,1.10922747006443,1.17576196050788
Afghanistan,2022-05-02,,estimate,1.08626085976355,1.09341600294495,0.0593873294404612,1.01028843144808,1.05440938161842,1.0738459324078,1.10031220468577,1.12405989513047,1.205443234113
Afghanistan,2022-05-03,,estimate,1.09809662887002,1.10739563338817,0.06548121563853,1.01961027424897,1.06450768860184,1.08507347560064,1.11199290778992,1.13683015129565,1.22871752782403
Afghanistan,2022-05-04,,estimate,1.10838276364745,1.12044415123889,0.07225010044824,1.02979345228427,1.07378694567689,1.09501685410461,1.12323163091708,1.15002448532222,1.25180286353136
Afghanistan,2022-05-05,,estimate,1.11780065205023,1.13224848077414,0.0788411665859854,1.03750163327709,1.08249387114543,1.10421747891032,1.1339835468408,1.16348744042911,1.27055455915027
Afghanistan,2022-05-06,,estimate,1.12581210789081,1.14252657667735,0.0845147413881556,1.04430615150396,1.08981577773246,1.11164307984563,1.14274909216504,1.17498256355977,1.28988775074485
Afghanistan,2022-05-07,,estimate,1.13297333902547,1.15104719759831,0.0887137999848908,1.04985017399126,1.09569854309853,1.11766876959706,1.15087777617513,1.18436438506255,1.30612551255893
Afghanistan,2022-05-08,,estimate,1.13881582037578,1.15764553826944,0.0910938627419644,1.05417275645624,1.10042122649127,1.12284993907751,1.15692453979271,1.19166130213291,1.31949497516
Afghanistan,2022-05-09,,estimate,1.14307605994094,1.16223246987634,0.0915313883713849,1.05750205326318,1.10338076297287,1.12707728444767,1.16136686241021,1.19725279508425,1.3269415863991
Afghanistan,2022-05-10,,estimate,1.1467145743581,1.16479636296744,0.0901155716905032,1.0600257673313,1.10561964743347,1.13004826357793,1.16472308538196,1.20150393295781,1.32681184555214
Afghanistan,2022-05-11,,estimate,1.1478453541515,1.16539779787534,0.0871231365218609,1.06148373676934,1.10769402796872,1.13204838075636,1.16576370631498,1.20275395273841,1.32495986486112
Afghanistan,2022-05-12,,estimate,1.14820681591737,1.16415860467412,0.0829761355900969,1.06216186323693,1.10835650641981,1.13203061515336,1.16593033810766,1.20070282285016,1.31871180838643
Afghanistan,2022-05-13,,estimate,1.14689799901072,1.1612474046057,0.0781858765582292,1.06184972624188,1.1081174096766,1.13133636866489,1.16497815579294,1.19842709616869,1.30950010546594
Afghanistan,2022-05-14,,estimate,1.14405774450992,1.15686402642014,0.0732881889472364,1.0603362124069,1.10681327083347,1.12954136928197,1.16220964210112,1.19342320925773,1.29441462463232
Afghanistan,2022-05-15,,estimate,1.14048376938576,1.15122485984528,0.0687752247837596,1.05723616449315,1.10460618776412,1.12596732041125,1.15780469456066,1.18739803716938,1.28320559107783
Afghanistan,2022-05-16,,estimate,1.13615907249859,1.14455054725813,0.0650298525673494,1.05334317240093,1.1002791265182,1.12107715390246,1.15167978491979,1.18151377494533,1.26342356921948
Afghanistan,2022-05-17,,estimate,1.13012872917355,1.13705664380731,0.0622737860913391,1.04885551308559,1.09587024075588,1.11646290627379,1.14525517524027,1.17324555225421,1.24725128082728
Afghanistan,2022-05-18,,estimate,1.12355592951698,1.12894721381625,0.060546363323568,1.04117479225591,1.08954746463354,1.10955091613432,1.13748682505914,1.16338590327414,1.23592128980642
Afghanistan,2022-05-19,,estimate,1.11604151191599,1.12041090727511,0.0597260449815918,1.03228147671535,1.08185947123518,1.10312518706844,1.13036918795309,1.15514595622539,1.22406071579638
Afghanistan,2022-05-20,,estimate,1.10913824314219,1.11161889811278,0.0595873060344174,1.01749359452881,1.07498159283032,1.0963606277039,1.12290725954201,1.14662147229697,1.21297939336364
Afghanistan,2022-05-21,,estimate,1.10166590702203,1.10272409939507,0.0598679702275815,1.00630942440548,1.06785207942556,1.08925395848949,1.11487071291165,1.13734101698933,1.20020283892449
Afghanistan,2022-05-22,,estimate,1.09448613961303,1.09386118681781,0.060323547544622,0.993519561863671,1.06014226499394,1.08202173052328,1.10702555718299,1.12952220899649,1.1905447672974
Afghanistan,2022-05-23,,estimate,1.08689428292977,1.08514706258064,0.0607600508364022,0.984283089755877,1.05246969963072,1.07462278210852,1.09938758913325,1.12215030115417,1.17970598683205
Afghanistan,2022-05-24,,estimate,1.07931429857836,1.07668144597655,0.0610482871750478,0.976050316994384,1.04560981261094,1.066907782082,1.09238544470248,1.11373929781778,1.16932623542349
Afghanistan,2022-05-25,,estimate,1.07220219479645,1.06854732863259,0.0611249654505903,0.965141637919245,1.03761927558346,1.05957265378535,1.08467583963539,1.10548167588067,1.16004257395237
Afghanistan,2022-05-26,,estimate,1.065538299253,1.06081114773648,0.0609841183601775,0.956700901488511,1.03027471362706,1.05254563601676,1.07701369428909,1.09785834820303,1.14924879177075
Afghanistan,2022-05-27,,estimate,1.05821846202334,1.05352272432989,0.0606615211237467,0.947981495526996,1.02258887164115,1.04606617014263,1.07006585810701,1.0913979613568,1.14220813775312
Afghanistan,2022-05-28,,estimate,1.05188756535656,1.04671521623922,0.0602161800416834,0.938616701871425,1.01495444215674,1.03939696711862,1.06390587795188,1.08530303153298,1.13488151575634
Afghanistan,2022-05-29,,estimate,1.04541992535382,1.04040543363014,0.059714903898571,0.932133170451366,1.00870165787587,1.03291422133884,1.05754022364139,1.0791563019657,1.12737091190514
Afghanistan,2022-05-30,,estimate,1.03930687656308,1.03459478681615,0.0592257604618509,0.926567128742777,1.00188680695762,1.02699547646346,1.05194173072723,1.07262062951996,1.12062364200166
Afghanistan,2022-05-31,,estimate,1.03416647815226,1.02927091189104,0.0588219706650776,0.919748613422866,0.99579037460499,1.02060030451916,1.04714086037344,1.06827445977793,1.1171491485068
Afghanistan,2022-06-01,,estimate,1.02838369561548,1.02440977982992,0.0585908703268937,0.917259386515884,0.989642891508796,1.01462918782421,1.04165121360965,1.06402866381718,1.11285993974386
Afghanistan,2022-06-02,,estimate,1.02385736526459,1.01997798658854,0.0586380151153191,0.915831838846579,0.983159859093873,1.00844591246858,1.03771545361094,1.05953386132939,1.11104053644522
Afghanistan,2022-06-03,,estimate,1.01915635398869,1.01593500289191,0.0590790277371391,0.914138171533317,0.978303444951066,1.00420016246011,1.03366261428002,1.05537317119849,1.10839381704416
Afghanistan,2022-06-04,,estimate,1.01452869497391,1.01223535161952,0.0600205386960219,0.911492966119935,0.973161654141621,0.998868862456205,1.02989825063487,1.05246483634697,1.10790735659174
Afghanistan,2022-06-05,,estimate,1.01088778140004,1.00883082255479,0.0615397021494101,0.90753917051114,0.968251803086203,0.994807130934199,1.02612633202682,1.04966528365238,1.10740522776959
Afghanistan,2022-06-06,,estimate,1.00725127205656,1.00567282968991,0.0636723982151971,0.900550563112889,0.963874655747767,0.990349504464343,1.02220155682191,1.04713512796568,1.10836781730483
Afghanistan,2022-06-07,,estimate,1.00303524587071,1.00271490135705,0.0664136287457342,0.893276175062703,0.95931397604723,0.986898193980813,1.01900814611562,1.04553346562364,1.11212213501957
Afghanistan,2022-06-08,,estimate,0.999761507075531,0.999915192522721,0.0697271315390175,0.885130762192216,0.955140032037312,0.982514972804855,1.0159669747327,1.04472282589976,1.11409827202952
Afghanistan,2022-06-09,,estimate,0.996836647105101,0.997238906164694,0.0735605881909978,0.878107665662832,0.949983347518133,0.979521429381686,1.01444250680989,1.04392257280471,1.11930632276996
Afghanistan,2022-06-10,,estimate,0.993901815244375,0.994660563176756,0.0778652805826811,0.867617143595415,0.944054664021752,0.975686477178295,1.01259330914163,1.04440443762914,1.12356717227155
Afghanistan,2022-06-11,,estimate,0.991317364832765,0.992166036221131,0.0826178881301669,0.859103418603539,0.938044278199796,0.971888242803852,1.01145070379017,1.04611608074871,1.13042713741749
Afghanistan,2022-06-12,,estimate,0.98867038689292,0.989754087551724,0.0878362301172402,0.848088938439099,0.933209618076817,0.968381414286245,1.0100352757101,1.04701925933666,1.13406462716185
Afghanistan,2022-06-13,,estimate,0.987109892660738,0.987436922725076,0.0935775537761243,0.836803299777602,0.927105354380696,0.965071464300707,1.00935597468576,1.04763929209298,1.14010554848791
Afghanistan,2022-06-14,,estimate,0.984149250355733,0.985239218910648,0.0999151778239222,0.825342337683118,0.920532383773709,0.961924458295053,1.00902022699692,1.04862793877653,1.14712261371995
Afghanistan,2022-06-15,,estimate,0.982440650512167,0.983195368100541,0.106904140675467,0.813920025135309,0.915220217939651,0.958808528757476,1.00904345720217,1.04984190110878,1.15670926399894
Afghanistan,2022-06-16,,estimate,0.980785916271906,0.98134521267252,0.114555560340911,0.798921232058523,0.908542932280099,0.955092817183406,1.00879618887057,1.05099190176669,1.16809083524528
Afghanistan,2022-06-17,,estimate based on partial data,0.979564751802808,0.979729057112391,0.122832895707547,0.781992477945112,0.902738805566955,0.952207486812739,1.00781448515235,1.05302131533092,1.18145510865242
Afghanistan,2022-06-18,,estimate based on partial data,0.979288267751363,0.978382938525894,0.131667409014032,0.770011438784715,0.896863999324714,0.948711052169702,1.00702859756866,1.05660000083368,1.19174635399288
Afghanistan,2022-06-19,,estimate based on partial data,0.977727575855116,0.97733496136262,0.140979744902102,0.753725416306119,0.890128315062849,0.945719395396724,1.00724810892143,1.05972904777781,1.20734926683829
Afghanistan,2022-06-20,,estimate based on partial data,0.976387570152519,0.97660309986518,0.150696106440041,0.738847773418122,0.885857861323184,0.943248281813161,1.0077111093767,1.0604185975739,1.21954106883789
Afghanistan,2022-06-21,,estimate based on partial data,0.975273618156886,0.976194469791859,0.160755297658302,0.723691551296866,0.880860705734664,0.941362246763815,1.00907013046327,1.06533195700049,1.23769766237674
Afghanistan,2022-06-22,,estimate based on partial data,0.974353538968482,0.976105818730087,0.171108998253065,0.707319814198743,0.876438531059399,0.938224873343815,1.00898437268245,1.06995998785984,1.25464408547539
Afghanistan,2022-06-23,,estimate based on partial data,0.973820310275025,0.976324910349699,0.181719367888622,0.690709974696961,0.870924901161135,0.936250741234647,1.0093907471715,1.07494046323366,1.2673419629303
Afghanistan,2022-06-24,,estimate based on partial data,0.973549199900735,0.97683252626015,0.192556969881443,0.673683336491459,0.865708522929111,0.934078631625619,1.01019801516938,1.07845110669359,1.28347587363468
Afghanistan,2022-06-25,,forecast,0.973549199900735,0.97683252626015,0.192556969881443,0.673683336491459,0.865708522929111,0.934078631625619,1.01019801516938,1.07845110669359,1.28347587363468
Afghanistan,2022-06-26,,forecast,0.973549199900735,0.97683252626015,0.192556969881443,0.673683336491459,0.865708522929111,0.934078631625619,1.01019801516938,1.07845110669359,1.28347587363468
Afghanistan,2022-06-27,,forecast,0.973549199900735,0.97683252626015,0.192556969881443,0.673683336491459,0.865708522929111,0.934078631625619,1.01019801516938,1.07845110669359,1.28347587363468
Afghanistan,2022-06-28,,forecast,0.973549199900735,0.97683252626015,0.192556969881443,0.673683336491459,0.865708522929111,0.934078631625619,1.01019801516938,1.07845110669359,1.28347587363468
Afghanistan,2022-06-29,,forecast,0.973549199900735,0.97683252626015,0.192556969881443,0.673683336491459,0.865708522929111,0.934078631625619,1.01019801516938,1.07845110669359,1.28347587363468
Afghanistan,2022-06-30,,forecast,0.973549199900735,0.97683252626015,0.192556969881443,0.673683336491459,0.865708522929111,0.934078631625619,1.01019801516938,1.07845110669359,1.28347587363468
Afghanistan,2022-07-01,,forecast,0.973549199900735,0.97683252626015,0.192556969881443,0.673683336491459,0.865708522929111,0.934078631625619,1.01019801516938,1.07845110669359,1.28347587363468
Afghanistan,2022-07-02,,forecast,0.973549199900735,0.97683252626015,0.192556969881443,0.673683336491459,0.865708522929111,0.934078631625619,1.01019801516938,1.07845110669359,1.28347587363468
Afghanistan,2022-07-03,,forecast,0.973549199900735,0.97683252626015,0.192556969881443,0.673683336491459,0.865708522929111,0.934078631625619,1.01019801516938,1.07845110669359,1.28347587363468
Afghanistan,2022-07-04,,forecast,0.973549199900735,0.97683252626015,0.192556969881443,0.673683336491459,0.865708522929111,0.934078631625619,1.01019801516938,1.07845110669359,1.28347587363468
Afghanistan,2022-07-05,,forecast,0.973549199900735,0.97683252626015,0.192556969881443,0.673683336491459,0.865708522929111,0.934078631625619,1.01019801516938,1.07845110669359,1.28347587363468
Afghanistan,2022-07-06,,forecast,0.973549199900735,0.97683252626015,0.192556969881443,0.673683336491459,0.865708522929111,0.934078631625619,1.01019801516938,1.07845110669359,1.28347587363468
Afghanistan,2022-07-07,,forecast,0.973549199900735,0.97683252626015,0.192556969881443,0.673683336491459,0.865708522929111,0.934078631625619,1.01019801516938,1.07845110669359,1.28347587363468
Afghanistan,2022-07-08,,forecast,0.973549199900735,0.97683252626015,0.192556969881443,0.673683336491459,0.865708522929111,0.934078631625619,1.01019801516938,1.07845110669359,1.28347587363468
Albania,2022-03-04,,estimate,0.899602379118507,0.895620965921273,0.0813372152871796,0.756700433739296,0.843912166593538,0.877090717476536,0.918330106765913,0.949940206140014,1.02532118957587
Albania,2022-03-05,,estimate,0.901240309580873,0.898921366561284,0.07511667695402,0.769803894764163,0.851292050121943,0.882435675825158,0.919692573191452,0.950114059283465,1.01899059608324
Albania,2022-03-06,,estimate,0.90356431646484,0.90266178703708,0.0692847774152943,0.783909075046134,0.859777121149321,0.887637510875674,0.921600847051361,0.950115597989456,1.01380661983659
Albania,2022-03-07,,estimate,0.907545814529192,0.906832722932487,0.0638513711469616,0.797127618767763,0.867948691870584,0.892372097206567,0.923356012345241,0.95071861591055,1.01061706657786
Albania,2022-03-08,,estimate,0.912236383900994,0.911412406776704,0.0588242348648806,0.810756535656221,0.87532061710879,0.897361687597874,0.926356893696444,0.951380832663415,1.00668851071929
Albania,2022-03-09,,estimate,0.917046387204094,0.91636504809256,0.0542125886153365,0.824763427472397,0.882457357544618,0.903344782411909,0.930187331994757,0.953179539156003,1.00249211153065
Albania,2022-03-10,,estimate,0.923303125980483,0.921639461577435,0.0500304761610722,0.837594331500633,0.889922116955034,0.910318211310427,0.934511884310047,0.955883280994192,1.00299766693214
Albania,2022-03-11,,estimate,0.928343267673277,0.927168378065955,0.0463004982825668,0.848847376885921,0.897579900178963,0.916868362753103,0.939502946118194,0.958355587163089,1.00239021323299
Albania,2022-03-12,,estimate,0.933816474194193,0.932868661186426,0.0430579296228349,0.860464479938638,0.905210735409106,0.923161859632828,0.943736604361779,0.961594295702977,1.00298350468591
Albania,2022-03-13,,estimate,0.939346615412247,0.93864251391534,0.0403530836636318,0.872068999207078,0.912487933821328,0.928717110678115,0.949052198920151,0.965665652197655,1.00473251399318
Albania,2022-03-14,,estimate,0.944302709596067,0.944379639027064,0.0382467057296163,0.881159589538819,0.919640106259484,0.934965792780313,0.953686243953274,0.969585359015051,1.00724540914976
Albania,2022-03-15,,estimate,0.94963037007961,0.94996028116964,0.036792148649264,0.889786728623178,0.926525885842962,0.940508938396689,0.958365366933392,0.973933152536024,1.0119833363408
Albania,2022-03-16,,estimate,0.95451707115987,0.95525912769377,0.0360037006622644,0.897631076519318,0.931372613316652,0.946140398588784,0.963203463058881,0.977495967270178,1.01597943124093
Albania,2022-03-17,,estimate,0.958544568400032,0.960150112364298,0.0358233434595126,0.905077549723944,0.935846796928329,0.950346876893541,0.967511970703221,0.981663893188715,1.02131618245895
Albania,2022-03-18,,estimate,0.962389394701553,0.964512150775725,0.0361077184083247,0.910383454617819,0.940114603590102,0.953961071682296,0.971672336699866,0.985818602374249,1.02548781072894
Albania,2022-03-19,,estimate,0.96577593622899,0.96823567236439,0.0366487426427435,0.91495458919584,0.94364544571782,0.957013980245039,0.974402650881337,0.989870555453486,1.03074998463822
Albania,2022-03-20,,estimate,0.967961310646478,0.971229523446411,0.0372197548520694,0.918401641111209,0.946553716640304,0.959484683771242,0.977103747958887,0.992297721407669,1.03536106180215
Albania,2022-03-21,,estimate,0.969668950947888,0.973427512964278,0.0376259681893872,0.920684547780074,0.94819614442033,0.960906755116655,0.979024660302022,0.994709210630869,1.03819391366862
Albania,2022-03-22,,estimate,0.97135592333137,0.974793706902666,0.0377419548678958,0.922436518066075,0.94948859218204,0.962144640606533,0.980457924568978,0.995758325241279,1.03963914920045
Albania,2022-03-23,,estimate,0.971821572832763,0.975325650339201,0.037529163155275,0.922560323600067,0.949455581875684,0.962673669213046,0.981192763881148,0.996445315843779,1.04099895824615
Albania,2022-03-24,,estimate,0.971715110485205,0.975055007327185,0.037033135056278,0.921937239804415,0.949799699517843,0.962684769215174,0.98076524006379,0.996258406666459,1.04113086655103
Albania,2022-03-25,,estimate,0.971007227582108,0.974045557226358,0.0363628843788247,0.920865586519457,0.949468905066044,0.962629610177614,0.980114542233318,0.995222105049639,1.03796174363208
Albania,2022-03-26,,estimate,0.969687706878768,0.97238891901659,0.0356573383940263,0.918733147345628,0.948016833434391,0.961360702056949,0.979003301220459,0.993691783078629,1.03667544856637
Albania,2022-03-27,,estimate,0.968229312972239,0.970198658027811,0.0350472067005108,0.916547326245924,0.946684038258308,0.960194519460372,0.976795015207938,0.991464344270956,1.03241669059836
