"part_id","hh_id","part_age","part_gender"
"F8_601089","HHF8_601089","60-69","F"
"F8_601090","HHF8_601090","70-120","M"
"A1_10098","HHA1_10098","30-39","M"
"A1_10980","HHA1_10980","40-49","M"
"A7_11790","HHA7_11790","60-69","M"
"F8_601091","HHF8_601091","70-120","F"
"F8_601095","HHF8_601095","40-49","M"
"F8_601096","HHF8_601096","30-39","F"
"F8_601097","HHF8_601097","40-49","M"
"F8_601098","HHF8_601098","5-11","M"
"F8_601100","HHF8_601100","60-69","F"
"F8_601101","HHF8_601101","5-11","M"
"F8_601102","HHF8_601102","60-69","F"
"F8_601103","HHF8_601103","5-11","F"
"F8_601104","HHF8_601104","30-39","F"
"A7_11792","HHA7_11792","60-69","M"
"F8_601106","HHF8_601106","18-29","M"
"F8_601107","HHF8_601107","12-17","M"
"F8_601108","HHF8_601108","40-49","M"
"F8_601109","HHF8_601109","50-59","F"
"F8_601110","HHF8_601110","18-29","F"
"F8_601111","HHF8_601111","50-59","F"
"F8_601112","HHF8_601112","12-17","M"
"F8_601114","HHF8_601114","70-120","M"
"F8_601116","HHF8_601116","5-11","F"
"F8_601117","HHF8_601117","30-39",NA
"A7_11794","HHA7_11794","30-39","F"
"F8_601119","HHF8_601119","60-69","M"
"F8_601120","HHF8_601120","0-4","F"
"F8_601122","HHF8_601122","60-69","M"
"F8_601125","HHF8_601125","50-59","F"
"F8_601127","HHF8_601127","40-49","M"
"F8_601128","HHF8_601128","50-59","M"
"F8_601130","HHF8_601130","50-59","F"
"F8_601131","HHF8_601131","50-59","F"
"F8_601132","HHF8_601132","50-59","F"
"F8_601133","HHF8_601133","30-39","F"
"A7_11797","HHA7_11797","50-59","M"
"F8_601134","HHF8_601134","50-59","M"
"F8_601139","HHF8_601139","50-59","M"
"F8_601140","HHF8_601140","18-29","M"
"F8_601141","HHF8_601141","60-69","M"
"F8_601142","HHF8_601142","30-39","M"
"F8_601143","HHF8_601143","18-29","M"
"F8_601145","HHF8_601145","40-49","F"
"F8_601148","HHF8_601148","40-49","F"
"F8_601149","HHF8_601149","18-29","M"
"F8_601150","HHF8_601150","30-39","F"
"A7_11798","HHA7_11798","18-29","F"
"F8_601151","HHF8_601151","30-39","F"
"F8_601153","HHF8_601153","30-39","F"
"F8_601156","HHF8_601156","30-39","F"
"F8_601157","HHF8_601157","40-49","F"
"F8_601158","HHF8_601158","40-49","F"
"F8_601163","HHF8_601163",NA,"M"
"F8_601164","HHF8_601164","60-69","M"
"F8_601165","HHF8_601165","60-69","M"
"F8_601166","HHF8_601166","70-120","M"
"F8_601167","HHF8_601167","50-59","M"
"A7_11799","HHA7_11799","18-29","F"
"F8_601169","HHF8_601169","40-49","F"
"F8_601170","HHF8_601170","0-4","M"
"F8_601174","HHF8_601174","40-49","F"
"F8_601176","HHF8_601176","5-11","M"
"F8_601177","HHF8_601177","40-49","M"
"F8_601180","HHF8_601180","40-49","M"
"F8_601181","HHF8_601181","12-17","F"
"F8_601183","HHF8_601183","18-29","M"
"F8_601186","HHF8_601186","40-49","F"
"F8_601188","HHF8_601188","12-17","F"
"A7_11801","HHA7_11801","40-49","M"
"F8_601194","HHF8_601194","70-120","M"
"F8_601195","HHF8_601195","60-69","M"
"F8_601196","HHF8_601196","18-29","F"
"F8_601198","HHF8_601198","5-11","M"
"F8_601200","HHF8_601200","40-49","M"
"F8_601202","HHF8_601202","50-59","F"
"F8_601203","HHF8_601203","40-49","F"
"F8_601205","HHF8_601205","50-59","M"
"F8_601206","HHF8_601206","40-49","F"
"F8_601209","HHF8_601209","30-39","M"
"A7_11802","HHA7_11802","40-49","M"
"F8_601211","HHF8_601211","50-59","M"
"F8_601212","HHF8_601212","50-59","F"
"F8_601213","HHF8_601213","18-29","F"
"F8_601215","HHF8_601215","30-39","F"
"F8_601221","HHF8_601221","50-59","M"
"F8_601227","HHF8_601227","60-69","F"
"F8_601228","HHF8_601228","60-69","M"
"F8_601229","HHF8_601229","30-39","F"
"F8_601231","HHF8_601231","30-39","F"
"F8_601232","HHF8_601232","50-59","M"
"A7_11808","HHA7_11808","18-29","F"
"F8_601238","HHF8_601238","50-59","M"
"F8_601239","HHF8_601239","60-69","M"
"F8_601240","HHF8_601240","70-120","F"
"F8_601241","HHF8_601241",NA,"F"
"F8_601245","HHF8_601245","60-69","M"
"F8_601246","HHF8_601246","60-69","M"
"F8_601247","HHF8_601247","18-29","M"
"F8_601249","HHF8_601249","50-59","M"
"F8_601250","HHF8_601250","50-59","M"
"F8_601251","HHF8_601251","70-120","M"
"A7_11809","HHA7_11809","70-120","F"
"F8_601252","HHF8_601252",NA,"F"
"F8_601253","HHF8_601253","40-49","F"
"F8_601255","HHF8_601255","70-120","F"
"F8_601256","HHF8_601256","40-49","M"
"F8_601259","HHF8_601259","50-59","F"
"F8_601260","HHF8_601260","18-29","M"
"F8_601261","HHF8_601261","12-17","F"
"F8_601262","HHF8_601262","5-11","M"
"F8_601265","HHF8_601265","60-69","F"
"F8_601266","HHF8_601266","50-59","M"
"A1_10981","HHA1_10981","30-39","F"
"A7_11812","HHA7_11812","18-29","F"
"F8_601267","HHF8_601267","40-49","F"
"F8_601268","HHF8_601268","5-11","F"
"F8_601273","HHF8_601273","12-17","M"
"F8_601274","HHF8_601274","30-39","M"
"F8_601275","HHF8_601275","30-39","F"
"F8_601277","HHF8_601277","30-39","M"
"F8_601278","HHF8_601278","40-49","F"
"F8_601279","HHF8_601279","30-39","F"
"F8_601288","HHF8_601288","30-39","F"
"F8_601289","HHF8_601289","40-49","M"
"A8_10001","HHA8_10001","40-49","F"
"F8_601290","HHF8_601290","18-29","F"
"F8_601292","HHF8_601292","50-59","F"
"F8_601295","HHF8_601295","40-49","F"
"F8_601296","HHF8_601296","12-17","M"
"F8_601297","HHF8_601297","50-59","F"
"F8_601299","HHF8_601299","60-69","F"
"F8_601305","HHF8_601305","60-69","M"
"F8_601306","HHF8_601306","40-49","F"
"F8_601307","HHF8_601307","60-69","M"
"F8_601313","HHF8_601313","0-4","M"
"A8_10002","HHA8_10002","60-69","M"
"F8_601317","HHF8_601317","5-11","F"
"F8_601318","HHF8_601318","5-11","F"
"F8_601320","HHF8_601320","50-59","M"
"F8_601321","HHF8_601321","40-49","M"
"F8_601325","HHF8_601325","50-59","M"
"F8_601329","HHF8_601329","12-17","M"
"F8_601330","HHF8_601330","30-39","M"
"F8_601331","HHF8_601331","60-69","F"
"F8_601332","HHF8_601332","30-39","M"
"F8_601333","HHF8_601333","70-120","M"
"A8_10003","HHA8_10003","70-120","F"
"F8_601336","HHF8_601336","5-11","M"
"F8_601337","HHF8_601337","30-39","F"
"F8_601338","HHF8_601338","50-59","F"
"F8_601339","HHF8_601339","70-120","M"
"F8_601340","HHF8_601340","50-59","F"
"F8_601342","HHF8_601342","50-59","F"
"F8_601343","HHF8_601343","50-59","F"
"F8_601345","HHF8_601345","18-29","F"
"F8_601348","HHF8_601348","70-120","F"
"F8_601351","HHF8_601351","0-4","F"
"A8_10004","HHA8_10004","70-120","F"
"F8_601352","HHF8_601352","70-120","F"
"F8_601355","HHF8_601355","50-59","M"
"F8_601357","HHF8_601357","50-59","F"
"F8_601358","HHF8_601358","30-39","F"
"F8_601362","HHF8_601362","60-69","M"
"F8_601363","HHF8_601363","18-29","F"
"F8_601364","HHF8_601364","12-17","F"
"F8_601365","HHF8_601365","70-120","M"
"F8_601366","HHF8_601366","40-49","F"
"F8_601368","HHF8_601368","18-29","F"
"A8_10005","HHA8_10005","50-59","M"
"F8_601370","HHF8_601370","18-29","F"
"F8_601371","HHF8_601371","50-59","M"
"F8_601372","HHF8_601372","30-39","F"
"F8_601376","HHF8_601376","40-49","M"
"F8_601377","HHF8_601377","0-4","F"
"F8_601379","HHF8_601379","50-59","M"
"F8_601380","HHF8_601380","30-39","F"
"F8_601381","HHF8_601381","18-29","F"
"F8_601383","HHF8_601383","40-49","M"
"F8_601385","HHF8_601385","40-49","M"
"A8_10006","HHA8_10006","60-69","M"
"F8_601386","HHF8_601386","50-59","F"
"F8_601387","HHF8_601387","30-39","F"
"F8_601388","HHF8_601388","50-59","M"
"F8_601389","HHF8_601389","60-69","F"
"F8_601391","HHF8_601391","50-59","M"
"F8_601393","HHF8_601393","50-59","F"
"F8_601394","HHF8_601394","18-29","F"
"F8_601395","HHF8_601395","50-59","F"
"F8_601396","HHF8_601396","60-69","F"
"F8_601397","HHF8_601397","50-59","M"
"A8_10007","HHA8_10007","70-120","M"
"F8_601399","HHF8_601399","40-49","M"
"F8_601401","HHF8_601401","30-39","M"
"F8_601402","HHF8_601402","18-29","F"
"F8_601404","HHF8_601404","5-11","F"
"F8_601406","HHF8_601406","50-59","F"
"F8_601407","HHF8_601407","50-59","F"
"F8_601409","HHF8_601409","50-59","F"
"F8_601410","HHF8_601410","60-69","M"
"F8_601412","HHF8_601412","12-17","M"
"F8_601415","HHF8_601415","30-39","M"
"A8_10008","HHA8_10008","60-69","F"
"F8_601416","HHF8_601416","70-120","F"
"F8_601417","HHF8_601417","12-17","F"
"F8_601419","HHF8_601419","70-120","M"
"F8_601422","HHF8_601422",NA,"F"
"F8_601424","HHF8_601424","0-4","F"
"F8_601425","HHF8_601425","60-69","F"
"F8_601426","HHF8_601426","18-29","M"
"F8_601427","HHF8_601427","30-39","F"
"F8_601430","HHF8_601430","60-69","M"
"F8_601432","HHF8_601432","40-49","F"
"A8_10010","HHA8_10010","50-59","F"
"F8_601435","HHF8_601435","0-4","M"
"F8_601439","HHF8_601439","5-11","F"
"F8_601440","HHF8_601440","40-49","F"
"F8_601445","HHF8_601445","18-29","M"
"F8_601447","HHF8_601447","30-39","F"
"F8_601449","HHF8_601449","5-11","F"
"F8_601450","HHF8_601450","18-29","M"
"F8_601455","HHF8_601455","18-29","M"
"F8_601456","HHF8_601456","50-59","F"
"F8_601459","HHF8_601459","50-59","M"
"A1_10982","HHA1_10982","50-59","F"
"A8_10011","HHA8_10011","60-69","F"
"F8_601462","HHF8_601462","30-39","M"
"F8_601464","HHF8_601464","18-29","M"
"F8_601468","HHF8_601468","18-29","M"
"F8_601469","HHF8_601469","50-59","F"
"F8_601470","HHF8_601470","50-59","F"
"F8_601471","HHF8_601471","60-69","F"
"F8_601473","HHF8_601473","50-59","F"
"F8_601476","HHF8_601476","60-69","M"
"F8_601478","HHF8_601478","40-49","F"
"F8_601480","HHF8_601480","60-69","F"
"A8_10012","HHA8_10012","70-120","M"
"F8_601481","HHF8_601481","5-11","M"
"F8_601482","HHF8_601482","60-69","M"
"F8_601483","HHF8_601483","40-49","F"
"F8_601487","HHF8_601487","30-39","F"
"F8_601488","HHF8_601488","30-39","M"
"F8_601489","HHF8_601489","60-69","M"
"F8_601492","HHF8_601492","50-59","F"
"F8_601493","HHF8_601493","5-11","M"
"F8_601494","HHF8_601494","70-120","F"
"F8_601495","HHF8_601495","60-69","F"
"A8_10013","HHA8_10013","60-69","M"
"F8_601497","HHF8_601497","60-69","F"
"F8_601499","HHF8_601499","60-69","M"
"F8_601500","HHF8_601500","60-69","F"
"F8_601501","HHF8_601501","50-59","F"
"F8_601502","HHF8_601502","30-39","M"
"F8_601505","HHF8_601505","50-59","F"
"F8_601510","HHF8_601510","30-39","F"
"F8_601511","HHF8_601511","5-11","F"
"F8_601514","HHF8_601514","40-49","F"
"F8_601515","HHF8_601515","12-17","F"
"A8_10014","HHA8_10014","70-120","M"
"F8_601516","HHF8_601516","50-59","M"
"F8_601517","HHF8_601517","50-59","M"
"F8_601518","HHF8_601518","60-69","M"
"F8_601522","HHF8_601522","30-39","F"
"F8_601523","HHF8_601523","0-4","F"
"F8_601524","HHF8_601524","12-17","M"
"F8_601525","HHF8_601525","40-49","M"
"F8_601526","HHF8_601526","18-29","M"
"F8_601527","HHF8_601527","60-69","F"
"F8_601528","HHF8_601528","50-59","F"
"A8_10015","HHA8_10015","40-49","F"
"F8_601530","HHF8_601530","18-29","M"
"F8_601531","HHF8_601531","30-39","F"
"F8_601532","HHF8_601532","50-59","F"
"F8_601536","HHF8_601536","40-49","M"
"F8_601537","HHF8_601537","50-59","F"
"F8_601538","HHF8_601538","5-11","F"
"F8_601539","HHF8_601539",NA,"M"
"F8_601540","HHF8_601540","30-39","F"
"F8_601542","HHF8_601542","40-49","F"
"F8_601546","HHF8_601546","5-11","F"
"A8_10016","HHA8_10016","40-49","M"
"F8_601552","HHF8_601552","70-120","F"
"F8_601554","HHF8_601554","60-69","F"
"F8_601555","HHF8_601555","50-59","F"
"F8_601556","HHF8_601556","40-49","M"
"F8_601562","HHF8_601562","60-69","M"
"F8_601565","HHF8_601565","5-11","F"
"F8_601566","HHF8_601566","30-39","F"
"F8_601570","HHF8_601570","18-29","F"
"F8_601571","HHF8_601571","60-69","F"
"F8_601574","HHF8_601574","60-69","F"
"A8_10017","HHA8_10017","60-69","M"
"F8_601575","HHF8_601575","50-59","F"
"F8_601580","HHF8_601580","50-59","F"
"F8_601581","HHF8_601581","12-17","M"
"F8_601582","HHF8_601582","18-29","F"
"F8_601583","HHF8_601583","30-39","F"
"F8_601584","HHF8_601584","30-39","F"
"F8_601585","HHF8_601585","12-17","F"
"F8_601587","HHF8_601587","50-59","M"
"F8_601588","HHF8_601588","18-29","M"
"F8_601591","HHF8_601591","5-11","F"
"A8_10018","HHA8_10018","60-69","F"
"F8_601593","HHF8_601593","50-59","F"
"F8_601599","HHF8_601599","70-120","M"
"F8_601600","HHF8_601600","18-29","F"
"F8_601603","HHF8_601603","5-11","F"
"F8_601609","HHF8_601609","40-49","M"
"F8_601610","HHF8_601610","40-49","M"
"F8_601611","HHF8_601611","50-59","M"
"F8_601617","HHF8_601617","18-29","F"
"F8_601621","HHF8_601621","40-49","F"
"F8_601622","HHF8_601622","40-49","F"
"A8_10019","HHA8_10019","40-49","F"
"F8_601623","HHF8_601623","12-17","M"
"F8_601627","HHF8_601627","50-59","M"
"F8_601628","HHF8_601628","50-59","F"
"F8_601632","HHF8_601632","70-120","M"
"F8_601633","HHF8_601633","0-4","F"
"F8_601636","HHF8_601636","70-120","F"
"F8_601639","HHF8_601639","5-11","M"
"F8_601640","HHF8_601640","70-120","F"
"F8_601642","HHF8_601642","12-17","M"
"F8_601643","HHF8_601643","50-59","M"
"A8_10020","HHA8_10020","30-39","M"
"F8_601644","HHF8_601644","70-120","M"
"F8_601646","HHF8_601646","5-11","F"
"F8_601649","HHF8_601649","30-39","F"
"F8_601651","HHF8_601651","50-59","M"
"F8_601652","HHF8_601652","60-69","M"
"F8_601654","HHF8_601654","30-39","F"
"F8_601655","HHF8_601655","70-120","F"
"F8_601666","HHF8_601666","50-59","M"
"F8_601667","HHF8_601667","60-69","F"
"F8_601668","HHF8_601668","40-49","F"
"A1_10983","HHA1_10983","30-39","F"
"A8_10021","HHA8_10021","60-69","M"
"F8_601672","HHF8_601672","18-29","F"
"F8_601674","HHF8_601674","40-49","M"
"F8_601676","HHF8_601676","60-69","M"
"F8_601677","HHF8_601677","70-120","M"
"F8_601678","HHF8_601678","30-39","M"
"F8_601679","HHF8_601679","50-59","M"
"F8_601680","HHF8_601680","50-59","F"
"F8_601681","HHF8_601681","12-17","M"
"F8_601682","HHF8_601682","30-39","F"
"F8_601683","HHF8_601683","30-39","M"
"A8_10022","HHA8_10022","40-49","F"
"F8_601686","HHF8_601686","60-69","M"
"F8_601692","HHF8_601692","60-69","M"
"F8_601694","HHF8_601694","30-39","F"
"F8_601695","HHF8_601695","50-59","M"
"F8_601698","HHF8_601698","50-59","M"
"F8_601699","HHF8_601699","18-29","F"
"F8_601700","HHF8_601700","60-69","F"
"F8_601703","HHF8_601703","70-120","M"
"F8_601705","HHF8_601705","30-39","F"
"F8_601707","HHF8_601707","12-17","M"
"A8_10023","HHA8_10023","50-59","M"
"F8_601711","HHF8_601711","5-11","M"
"F8_601717","HHF8_601717","5-11","F"
"F8_601720","HHF8_601720","50-59","F"
"F8_601723","HHF8_601723","70-120","M"
"F8_601724","HHF8_601724","12-17","M"
"F8_601729","HHF8_601729","40-49","M"
"F8_601733","HHF8_601733","50-59","F"
"F8_601734","HHF8_601734","18-29","F"
"F8_601739","HHF8_601739","12-17","M"
"F8_601741","HHF8_601741","12-17","F"
"A8_10024","HHA8_10024","60-69","M"
"F8_601744","HHF8_601744","60-69","F"
"F8_601748","HHF8_601748","50-59","F"
"F8_601750","HHF8_601750","50-59","F"
"F8_601751","HHF8_601751","60-69","F"
"F8_601752","HHF8_601752","18-29","M"
"F8_601753","HHF8_601753","70-120","F"
"F8_601756","HHF8_601756","30-39","F"
"F8_601760","HHF8_601760","60-69","F"
"F8_601762","HHF8_601762","12-17","M"
"F8_601764","HHF8_601764","70-120","M"
"A8_10025","HHA8_10025","50-59","M"
"F8_601766","HHF8_601766","40-49","F"
"F8_601767","HHF8_601767","50-59","F"
"F8_601768","HHF8_601768","40-49","M"
"F8_601772","HHF8_601772","5-11","F"
"F8_601773","HHF8_601773","12-17","M"
"F8_601777","HHF8_601777","70-120","M"
"F8_601784","HHF8_601784","40-49","F"
"F8_601785","HHF8_601785","0-4","F"
"F8_601789","HHF8_601789","18-29","F"
"F8_601790","HHF8_601790",NA,"M"
"A8_10026","HHA8_10026","40-49","F"
"F8_601792","HHF8_601792","50-59","F"
"F8_601793","HHF8_601793","70-120","M"
"F8_601794","HHF8_601794","70-120","M"
"F8_601796","HHF8_601796","50-59","F"
"F8_601805","HHF8_601805","40-49","M"
"F8_601806","HHF8_601806","40-49","F"
"F8_601807","HHF8_601807","12-17","M"
"F8_601808","HHF8_601808","40-49","F"
"F8_601809","HHF8_601809","18-29","F"
"F8_601811","HHF8_601811","0-4","M"
"A8_10028","HHA8_10028","50-59","F"
"F8_601815","HHF8_601815","50-59","F"
"F8_601816","HHF8_601816","40-49","F"
"F8_601820","HHF8_601820","50-59","F"
"F8_601821","HHF8_601821","18-29","F"
"F8_601823","HHF8_601823","70-120","F"
"F8_601825","HHF8_601825","70-120","F"
"F8_601826","HHF8_601826","60-69","M"
"F8_601832","HHF8_601832","70-120","M"
"F8_601835","HHF8_601835","30-39","F"
"F8_601836","HHF8_601836","18-29","F"
"A8_10029","HHA8_10029","50-59","F"
"F8_601838","HHF8_601838","30-39","M"
"F8_601841","HHF8_601841","60-69","M"
"F8_601842","HHF8_601842","30-39","F"
"F8_601845","HHF8_601845","5-11","M"
"F8_601846","HHF8_601846","18-29","M"
"F8_601848","HHF8_601848","60-69","F"
"F8_601850","HHF8_601850","70-120","M"
"F8_601851","HHF8_601851","40-49","F"
"F8_601853","HHF8_601853","50-59","M"
"F8_601854","HHF8_601854","70-120","M"
"A8_10032","HHA8_10032","50-59","M"
"F8_601855","HHF8_601855","50-59","M"
"F8_601858","HHF8_601858","30-39","M"
"F8_601860","HHF8_601860","50-59","F"
"F8_601863","HHF8_601863","30-39","F"
"F8_601864","HHF8_601864","30-39","F"
"F8_601867","HHF8_601867","18-29","F"
"F8_601875","HHF8_601875","18-29","F"
"F8_601876","HHF8_601876","60-69","M"
"F8_601879","HHF8_601879","40-49","M"
"F8_601880","HHF8_601880","30-39","M"
"A8_10033","HHA8_10033","60-69","M"
"F8_601881","HHF8_601881","18-29","F"
"F8_601884","HHF8_601884","40-49","M"
"F8_601885","HHF8_601885","50-59","F"
"F8_601887","HHF8_601887","5-11","F"
"F8_601888","HHF8_601888","30-39","M"
"F8_601889","HHF8_601889","60-69","F"
"F8_601892","HHF8_601892","50-59","M"
"F8_601893","HHF8_601893","30-39","F"
"F8_601894","HHF8_601894","70-120","M"
"F8_601896","HHF8_601896","18-29","M"
"A1_10984","HHA1_10984","40-49","M"
"A8_10034","HHA8_10034","30-39","F"
"F8_601897","HHF8_601897","60-69","F"
"F8_601899","HHF8_601899","30-39","F"
"F8_601906","HHF8_601906","40-49","F"
"F8_601908","HHF8_601908","18-29","M"
"F8_601911","HHF8_601911","60-69","F"
"F8_601918","HHF8_601918","5-11","F"
"F8_601923","HHF8_601923","30-39","F"
"F8_601926","HHF8_601926","18-29","F"
"F8_601927","HHF8_601927","12-17","M"
"F8_601932","HHF8_601932","30-39","M"
"A8_10035","HHA8_10035","40-49","F"
"F8_601933","HHF8_601933","60-69","M"
"F8_601937","HHF8_601937","60-69","F"
"F8_601938","HHF8_601938","12-17","F"
"F8_601939","HHF8_601939","12-17","M"
"F8_601943","HHF8_601943","30-39","F"
"F8_601944","HHF8_601944","30-39","M"
"F8_601946","HHF8_601946","40-49","M"
"F8_601947","HHF8_601947","12-17","M"
"F8_601954","HHF8_601954","50-59","F"
"F8_601955","HHF8_601955","60-69","M"
"A8_10037","HHA8_10037","60-69","M"
"F8_601958","HHF8_601958","40-49","M"
"F8_601959","HHF8_601959","30-39","M"
"F8_601972","HHF8_601972","50-59","M"
"F8_601973","HHF8_601973","18-29","M"
"F8_601974","HHF8_601974","50-59","M"
"F8_601975","HHF8_601975","40-49","F"
"F8_601982","HHF8_601982","60-69","F"
"F8_601983","HHF8_601983","30-39","M"
"F8_601986","HHF8_601986","12-17","F"
"F8_601988","HHF8_601988","12-17","M"
"A8_10038","HHA8_10038","40-49","F"
"F8_601990","HHF8_601990","50-59","M"
"F8_601993","HHF8_601993","18-29","F"
"F8_601994","HHF8_601994","40-49","M"
"F8_601997","HHF8_601997","30-39","F"
"F8_601998","HHF8_601998","60-69","M"
"F8_602001","HHF8_602001","50-59","M"
"F8_602002","HHF8_602002","60-69","F"
"F8_602004","HHF8_602004","30-39","F"
"F8_602005","HHF8_602005","12-17","F"
"F8_602007","HHF8_602007","18-29","F"
"A8_10039","HHA8_10039","50-59","F"
"F8_602008","HHF8_602008","40-49","M"
"F8_602009","HHF8_602009","12-17","F"
"F8_602011","HHF8_602011","50-59","F"
"F8_602014","HHF8_602014","0-4","M"
"F8_602017","HHF8_602017","5-11","F"
"F8_602019","HHF8_602019","60-69","M"
"F8_602023","HHF8_602023","18-29","M"
"F8_602027","HHF8_602027","18-29","F"
"F8_602028","HHF8_602028","50-59","M"
"F8_602032","HHF8_602032","50-59","F"
"A8_10040","HHA8_10040","40-49","F"
"F8_602034","HHF8_602034","18-29","M"
"F8_602037","HHF8_602037","60-69","F"
"F8_602040","HHF8_602040","50-59","F"
"F8_602041","HHF8_602041","70-120","M"
"F8_602042","HHF8_602042","18-29","F"
"F8_602044","HHF8_602044",NA,"F"
"F8_602046","HHF8_602046","5-11","M"
"F8_602048","HHF8_602048","50-59","F"
"F8_602050","HHF8_602050","50-59","M"
"F8_602052","HHF8_602052","50-59","M"
"A8_10041","HHA8_10041","60-69","F"
"F8_602056","HHF8_602056","70-120","M"
"F8_602057","HHF8_602057","50-59","M"
"F8_602058","HHF8_602058","50-59","M"
"F8_602060","HHF8_602060","0-4","M"
"F8_602061","HHF8_602061","50-59","M"
"F8_602063","HHF8_602063","18-29","F"
"F8_602066","HHF8_602066",NA,"F"
"F8_602069","HHF8_602069","18-29","F"
"F8_602072","HHF8_602072","18-29","M"
"F8_602079","HHF8_602079","60-69","F"
"A8_10043","HHA8_10043","60-69","F"
"F8_602080","HHF8_602080","50-59","M"
"F8_602081","HHF8_602081","60-69","F"
"F8_602083","HHF8_602083","50-59","F"
"F8_602085","HHF8_602085","60-69","M"
"F8_602087","HHF8_602087","70-120","F"
"F8_602089","HHF8_602089","50-59","M"
"F8_602090","HHF8_602090","70-120","M"
"F8_602094","HHF8_602094","70-120","M"
"F8_602097","HHF8_602097","50-59","F"
"F8_602098","HHF8_602098","18-29","F"
"A8_10044","HHA8_10044","70-120","F"
"F8_602099","HHF8_602099","12-17","M"
"F8_602104","HHF8_602104","12-17","M"
"F8_602105","HHF8_602105","50-59","M"
"F8_602107","HHF8_602107","18-29","F"
"F8_602113","HHF8_602113","5-11","M"
"F8_602114","HHF8_602114","18-29","F"
"F8_602117","HHF8_602117","30-39","M"
"F8_602120","HHF8_602120","50-59","M"
"F8_602122","HHF8_602122","30-39","M"
"F8_602126","HHF8_602126","30-39","F"
"A8_10045","HHA8_10045","70-120","F"
"F8_602127","HHF8_602127","50-59","F"
"F8_602129","HHF8_602129","30-39","F"
"F8_602130","HHF8_602130","30-39","F"
"F8_602134","HHF8_602134","12-17","M"
"F8_602135","HHF8_602135","5-11","M"
"F8_602142","HHF8_602142","60-69","M"
"F8_602145","HHF8_602145","40-49","M"
"F8_602147","HHF8_602147","5-11","F"
"F8_602153","HHF8_602153","12-17","F"
"F8_602155","HHF8_602155","30-39","F"
"A1_10985","HHA1_10985","30-39","M"
"A8_10047","HHA8_10047","60-69","F"
"F8_602157","HHF8_602157","50-59","F"
"F8_602160","HHF8_602160","60-69","M"
"F8_602162","HHF8_602162","12-17","M"
"F8_602167","HHF8_602167","18-29","F"
"F8_602168","HHF8_602168","18-29","F"
"F8_602170","HHF8_602170","12-17","M"
"F8_602172","HHF8_602172","12-17","M"
"F8_602175","HHF8_602175","40-49","M"
"F8_602176","HHF8_602176","12-17","M"
"F8_602180","HHF8_602180","50-59","M"
"A8_10048","HHA8_10048","50-59","F"
"F8_602183","HHF8_602183","18-29","F"
"F8_602185","HHF8_602185","60-69","M"
"F8_602186","HHF8_602186","18-29","M"
"F8_602187","HHF8_602187","60-69","M"
"F8_602190","HHF8_602190","60-69","M"
"F8_602193","HHF8_602193","50-59","F"
"F8_602194","HHF8_602194","30-39","F"
"F8_602198","HHF8_602198","12-17","F"
"F8_602199","HHF8_602199","60-69","M"
"F8_602200","HHF8_602200","40-49","F"
"A8_10049","HHA8_10049","60-69","F"
"F8_602204","HHF8_602204","30-39","F"
"F8_602206","HHF8_602206","60-69","M"
"F8_602213","HHF8_602213","12-17","M"
"F8_602215","HHF8_602215","40-49","M"
"F8_602220","HHF8_602220","50-59","M"
"F8_602222","HHF8_602222","40-49","M"
"F8_602223","HHF8_602223","12-17","M"
"F8_602226","HHF8_602226","30-39","F"
"F8_602227","HHF8_602227","5-11","F"
"F8_602228","HHF8_602228","30-39","M"
"A8_10050","HHA8_10050","70-120","F"
"F8_602229","HHF8_602229","50-59","M"
"F8_602243","HHF8_602243","18-29","M"
"F8_602244","HHF8_602244","30-39","M"
"F8_602248","HHF8_602248","12-17","F"
"F8_602255","HHF8_602255","60-69","F"
"F8_602256","HHF8_602256","60-69","M"
"F8_602257","HHF8_602257","40-49","M"
"F8_602259","HHF8_602259","50-59","M"
"F8_602260","HHF8_602260","12-17","F"
"F8_602262","HHF8_602262","50-59","M"
"A8_10051","HHA8_10051","70-120","M"
"F8_602268","HHF8_602268","60-69","M"
"F8_602269","HHF8_602269","70-120","F"
"F8_602270","HHF8_602270","18-29","M"
"F8_602272","HHF8_602272","18-29","F"
"F8_602275","HHF8_602275","12-17","M"
"F8_602278","HHF8_602278","60-69","M"
"F8_602281","HHF8_602281","70-120","M"
"F8_602287","HHF8_602287","50-59","M"
"F8_602288","HHF8_602288","18-29","F"
"F8_602290","HHF8_602290","18-29","F"
"A8_10052","HHA8_10052","70-120","F"
"F8_602293","HHF8_602293","0-4","M"
"F8_602301","HHF8_602301","12-17","M"
"F8_602312","HHF8_602312","60-69","M"
"F8_602315","HHF8_602315","50-59","M"
"F8_602329","HHF8_602329","5-11","F"
"F8_602331","HHF8_602331","50-59","F"
"F8_602342","HHF8_602342","12-17","M"
"F8_602343","HHF8_602343","40-49","M"
"F8_602345","HHF8_602345","18-29","F"
"F8_602348","HHF8_602348","18-29","F"
"A8_10053","HHA8_10053","40-49","M"
"F8_602352","HHF8_602352","40-49","M"
"F8_602355","HHF8_602355","40-49","F"
"F8_602358","HHF8_602358","12-17","M"
"F8_602364","HHF8_602364","50-59","F"
"F8_602366","HHF8_602366","30-39","F"
"F8_602368","HHF8_602368","18-29","F"
"F8_602370","HHF8_602370","18-29","F"
"F8_602372","HHF8_602372","18-29","F"
"F8_602376","HHF8_602376","40-49","F"
