"part_id","hh_id","part_age","part_gender"
"F23_612593","HHF23_612593","70-120","F"
"F23_612595","HHF23_612595","70-120","M"
"F23_612596","HHF23_612596","60-69","M"
"F23_612603","HHF23_612603","18-29","F"
"B4_20694","HHB4_20694","70-120","M"
"F23_612604","HHF23_612604","60-69","F"
"F23_612607","HHF23_612607","70-120","M"
"F23_612608","HHF23_612608","30-39","M"
"F23_612609","HHF23_612609","40-49","F"
"F23_612619","HHF23_612619","50-59","F"
"F23_612625","HHF23_612625","60-69","F"
"F23_612627","HHF23_612627","60-69","F"
"F23_612629","HHF23_612629","30-39","F"
"F23_612631","HHF23_612631","60-69","F"
"F23_612657","HHF23_612657","30-39","F"
"A1_11791","HHA1_11791","30-39","F"
"B4_20696","HHB4_20696","18-29","F"
"F23_612669","HHF23_612669","60-69","F"
"F23_612682","HHF23_612682","50-59","M"
"F23_612685","HHF23_612685","40-49","F"
"F23_612687","HHF23_612687","30-39","F"
"F23_612688","HHF23_612688","70-120","M"
"F23_612691","HHF23_612691","40-49","F"
"F23_612698","HHF23_612698","30-39","F"
"F23_612699","HHF23_612699","50-59","F"
"F23_612700","HHF23_612700","60-69","F"
"F23_612713","HHF23_612713","60-69","F"
"B4_20697","HHB4_20697","18-29","M"
"F23_612716","HHF23_612716","60-69","F"
"F23_612722","HHF23_612722","50-59","F"
"F23_612726","HHF23_612726","30-39","F"
"F23_612736","HHF23_612736","40-49","F"
"F23_612740","HHF23_612740","60-69","F"
"F23_612745","HHF23_612745","70-120","F"
"F23_612749","HHF23_612749","30-39","F"
"F23_612753","HHF23_612753","60-69","F"
"F23_612755","HHF23_612755","60-69","M"
"F23_612758","HHF23_612758","40-49","F"
"B4_20701","HHB4_20701","18-29","M"
"F23_612770","HHF23_612770","60-69","M"
"F23_612773","HHF23_612773","40-49","F"
"F23_612782","HHF23_612782","70-120","M"
"F23_612783","HHF23_612783","50-59","F"
"F23_612791","HHF23_612791","30-39","F"
"F23_612799","HHF23_612799","50-59","F"
"F23_612800","HHF23_612800","50-59","M"
"F23_612801","HHF23_612801","40-49","F"
"F23_612802","HHF23_612802","50-59","F"
"F23_612810","HHF23_612810","60-69","F"
"B4_20705","HHB4_20705","18-29","F"
"F23_612812","HHF23_612812","60-69","M"
"F23_612815","HHF23_612815","18-29","F"
"F23_612816","HHF23_612816","30-39","F"
"F23_612819","HHF23_612819","60-69","F"
"F23_612820","HHF23_612820","60-69","M"
"F23_612822","HHF23_612822","50-59","F"
"F23_612837","HHF23_612837","30-39","F"
"F23_612839","HHF23_612839","50-59","M"
"F23_612843","HHF23_612843","60-69","M"
"F23_612846","HHF23_612846","30-39","F"
"B4_20709","HHB4_20709","60-69","F"
"F23_612857","HHF23_612857","60-69","F"
"F23_612859","HHF23_612859","60-69","F"
"F23_612860","HHF23_612860","60-69","M"
"F23_612864","HHF23_612864","30-39","F"
"F23_612866","HHF23_612866","40-49","F"
"F23_612870","HHF23_612870","50-59","F"
"F23_612876","HHF23_612876","50-59","F"
"F23_612877","HHF23_612877","70-120","M"
"F23_612879","HHF23_612879","30-39","F"
"F23_612880","HHF23_612880","50-59","F"
"B4_20710","HHB4_20710","50-59","F"
"F23_612881","HHF23_612881","60-69","F"
"F23_612883","HHF23_612883","30-39","F"
"F23_612895","HHF23_612895","30-39","F"
"F23_612896","HHF23_612896","70-120","M"
"F23_612899","HHF23_612899","50-59","M"
"F23_612901","HHF23_612901","50-59","M"
"F23_612903","HHF23_612903","30-39","F"
"F23_612906","HHF23_612906","60-69","F"
"F23_612909","HHF23_612909","30-39","F"
"F23_612920","HHF23_612920","30-39","F"
"B4_20712","HHB4_20712","60-69","M"
"F23_612928","HHF23_612928","30-39","F"
"F23_612929","HHF23_612929","30-39",NA
"F23_612936","HHF23_612936","60-69","F"
"F23_612940","HHF23_612940","50-59","F"
"F23_612942","HHF23_612942","30-39","F"
"F23_612943","HHF23_612943","60-69","F"
"F23_612946","HHF23_612946","60-69","F"
"F23_612950","HHF23_612950","50-59","F"
"F23_612951","HHF23_612951","18-29","F"
"F23_612954","HHF23_612954","18-29","F"
"B4_20713","HHB4_20713","70-120","M"
"F23_612955","HHF23_612955","70-120","M"
"F23_612956","HHF23_612956","40-49","M"
"F23_612958","HHF23_612958","60-69","F"
"F23_612961","HHF23_612961","60-69","M"
"F23_612962","HHF23_612962","18-29","F"
"F23_612963","HHF23_612963","30-39","F"
"F23_612970","HHF23_612970","18-29","F"
"F23_612983","HHF23_612983","18-29","F"
"F23_612986","HHF23_612986","18-29","F"
"F23_612987","HHF23_612987","18-29","F"
"B4_20714","HHB4_20714","50-59","F"
"F23_613000","HHF23_613000","18-29","F"
"F23_613003","HHF23_613003","40-49","F"
"F23_613005","HHF23_613005","60-69","F"
"F23_613007","HHF23_613007","18-29","F"
"F23_613010","HHF23_613010","60-69","F"
"F23_613011","HHF23_613011","30-39","F"
"F23_613012","HHF23_613012","70-120","F"
"F23_613013","HHF23_613013","18-29","F"
"F23_613017","HHF23_613017","50-59","M"
"F23_613018","HHF23_613018","50-59","M"
"B4_20715","HHB4_20715","70-120","M"
"F23_613021","HHF23_613021","50-59","F"
"F23_613027","HHF23_613027","70-120","F"
"F23_613030","HHF23_613030","70-120","F"
"F23_613034","HHF23_613034","60-69","F"
"F23_613035","HHF23_613035","60-69","M"
"F23_613036","HHF23_613036","60-69","F"
"F23_613038","HHF23_613038","40-49","F"
"F23_613040","HHF23_613040","18-29","F"
"F23_613041","HHF23_613041","70-120","M"
"F23_613048","HHF23_613048","60-69","F"
"A1_11792","HHA1_11792","60-69","M"
"B4_20716","HHB4_20716","60-69","M"
"F23_613050","HHF23_613050","70-120","M"
"F23_613053","HHF23_613053","50-59","M"
"F23_613054","HHF23_613054","50-59","F"
"F23_613055","HHF23_613055","50-59","F"
"F23_613056","HHF23_613056","40-49","F"
"F23_613057","HHF23_613057","60-69","F"
"F23_613059","HHF23_613059","60-69","F"
"F23_613060","HHF23_613060","70-120","F"
"F23_613069","HHF23_613069","60-69","M"
"F23_613071","HHF23_613071","50-59","F"
"B4_20717","HHB4_20717","70-120","M"
"F23_613072","HHF23_613072","60-69","M"
"F23_613079","HHF23_613079","60-69","F"
"F23_613081","HHF23_613081","70-120","F"
"F23_613082","HHF23_613082","70-120","F"
"F23_613084","HHF23_613084","50-59","F"
"F23_613088","HHF23_613088","60-69","F"
"F23_613092","HHF23_613092","60-69","M"
"F23_613096","HHF23_613096","50-59","F"
"F23_613097","HHF23_613097","70-120","F"
"F23_613099","HHF23_613099","60-69","F"
"B4_20718","HHB4_20718","70-120","F"
"F23_613101","HHF23_613101","50-59","F"
"F23_613105","HHF23_613105","60-69","F"
"F23_613108","HHF23_613108","70-120","M"
"F23_613109","HHF23_613109","70-120","F"
"F23_613110","HHF23_613110","50-59","F"
"F23_613111","HHF23_613111","70-120","M"
"F23_613113","HHF23_613113","40-49","F"
"F23_613120","HHF23_613120","50-59","F"
"F23_613124","HHF23_613124","70-120","F"
"F23_613129","HHF23_613129","60-69","M"
"B4_20719","HHB4_20719","60-69","M"
"F23_613132","HHF23_613132","50-59","F"
"F23_613133","HHF23_613133","70-120","F"
"F23_613140","HHF23_613140","70-120","F"
"F23_613142","HHF23_613142","40-49","F"
"F23_613145","HHF23_613145","50-59","F"
"F23_613146","HHF23_613146","70-120","F"
"F23_613153","HHF23_613153","50-59","M"
"F23_613155","HHF23_613155","60-69","F"
"F23_613157","HHF23_613157","50-59","F"
"F23_613161","HHF23_613161","60-69","M"
"B4_20720","HHB4_20720","30-39","F"
"F23_613164","HHF23_613164","60-69","M"
"F23_613166","HHF23_613166","60-69","F"
"F23_613170","HHF23_613170","70-120","F"
"F23_613172","HHF23_613172","50-59","F"
"F23_613176","HHF23_613176","70-120","F"
"F23_613178","HHF23_613178","50-59","F"
"F23_613181","HHF23_613181","60-69","F"
"F23_613182","HHF23_613182","60-69","F"
"F23_613183","HHF23_613183","70-120","M"
"F23_613188","HHF23_613188","30-39","F"
"B4_20721","HHB4_20721","70-120","M"
"F23_613189","HHF23_613189","70-120","M"
"F23_613191","HHF23_613191","50-59","M"
"F23_613194","HHF23_613194","60-69","M"
"F23_613199","HHF23_613199","60-69","F"
"F23_613201","HHF23_613201","50-59","M"
"F23_613213","HHF23_613213","60-69","M"
"F23_613214","HHF23_613214","30-39","F"
"F23_613217","HHF23_613217","60-69","F"
"F23_613225","HHF23_613225","60-69","F"
"F23_613234","HHF23_613234","60-69","M"
"B4_20722","HHB4_20722","70-120","M"
"F23_613235","HHF23_613235","60-69","F"
"F23_613238","HHF23_613238","60-69","F"
"F23_613240","HHF23_613240","50-59","F"
"F23_613243","HHF23_613243","40-49","F"
"F23_613246","HHF23_613246","18-29","F"
"F23_613256","HHF23_613256","70-120","F"
"F23_613259","HHF23_613259","60-69","M"
"F23_613266","HHF23_613266","50-59","F"
"F23_613272","HHF23_613272","50-59","F"
"F23_613273","HHF23_613273","50-59","F"
"B4_20723","HHB4_20723","70-120","F"
"F23_613277","HHF23_613277","40-49","F"
"F23_613279","HHF23_613279","60-69","F"
"F23_613280","HHF23_613280","50-59","M"
"F23_613284","HHF23_613284","60-69","M"
"F23_613287","HHF23_613287","60-69","F"
"F23_613288","HHF23_613288","30-39","F"
"F23_613291","HHF23_613291","50-59","M"
"F23_613293","HHF23_613293","50-59","M"
"F23_613299","HHF23_613299","70-120","F"
"F23_613309","HHF23_613309","70-120","F"
"B4_20724","HHB4_20724","60-69","M"
"F23_613311","HHF23_613311","50-59","M"
"F23_613318","HHF23_613318","50-59","M"
"F23_613319","HHF23_613319","40-49","M"
"F23_613321","HHF23_613321","50-59","M"
"F23_613324","HHF23_613324","40-49","F"
"F23_613329","HHF23_613329","60-69","M"
"F23_613330","HHF23_613330","60-69","M"
"F23_613332","HHF23_613332","40-49","M"
"F23_613335","HHF23_613335","30-39","F"
"F23_613336","HHF23_613336","60-69","M"
"B4_20725","HHB4_20725","50-59","M"
"F23_613337","HHF23_613337","60-69","M"
"F23_613340","HHF23_613340","50-59","F"
"F23_613346","HHF23_613346","50-59","F"
"F23_613350","HHF23_613350","70-120","M"
"F23_613356","HHF23_613356","50-59","M"
"F23_613359","HHF23_613359","18-29","F"
"F23_613364","HHF23_613364","70-120","M"
"F23_613369","HHF23_613369","50-59","M"
"F23_613372","HHF23_613372","30-39","F"
"F23_613374","HHF23_613374","40-49","F"
"A1_11793","HHA1_11793","18-29","F"
"B4_20726","HHB4_20726","70-120","M"
"F23_613375","HHF23_613375","60-69","F"
"F23_613380","HHF23_613380","50-59","F"
"F23_613381","HHF23_613381","50-59","M"
"F23_613386","HHF23_613386","50-59","F"
"F23_613389","HHF23_613389","70-120","M"
"F23_613395","HHF23_613395","50-59","F"
"F23_613398","HHF23_613398","30-39","F"
"F23_613404","HHF23_613404","50-59","F"
"F23_613411","HHF23_613411","70-120","M"
"F23_613412","HHF23_613412","40-49","F"
"B4_20727","HHB4_20727","50-59","F"
"F23_613423","HHF23_613423","50-59","F"
"F23_613439","HHF23_613439","70-120","M"
"F23_613441","HHF23_613441","30-39","F"
"F23_613443","HHF23_613443","70-120","F"
"F23_613455","HHF23_613455","50-59","M"
"F23_613456","HHF23_613456","50-59","M"
"F23_613457","HHF23_613457","30-39","F"
"F23_613483","HHF23_613483","70-120","F"
"F23_613494","HHF23_613494","30-39","F"
"F23_613502","HHF23_613502","18-29","F"
"B4_20728","HHB4_20728","40-49","F"
"F23_613505","HHF23_613505","50-59","F"
"F23_613514","HHF23_613514","30-39","M"
"F23_613579","HHF23_613579","60-69","F"
"F23_613593","HHF23_613593","40-49","F"
"F23_613604","HHF23_613604","50-59","F"
"F23_613620","HHF23_613620","30-39","M"
"F23_613624","HHF23_613624","60-69","F"
"F23_613634","HHF23_613634","60-69","F"
"F23_613636","HHF23_613636","50-59","F"
"F23_613655","HHF23_613655","50-59","F"
"B4_20729","HHB4_20729","60-69","M"
"F23_613657","HHF23_613657","70-120","M"
"F23_613664","HHF23_613664","70-120","F"
"F23_613668","HHF23_613668","60-69","M"
"F23_613672","HHF23_613672","60-69","F"
"F23_613702","HHF23_613702","50-59","M"
"F23_613704","HHF23_613704","40-49","M"
"F23_613705","HHF23_613705","30-39","F"
"F23_613708","HHF23_613708","40-49","F"
"F23_613711","HHF23_613711","70-120","M"
"F23_613713","HHF23_613713","40-49","M"
"B4_20733","HHB4_20733","30-39","F"
"F23_613718","HHF23_613718","70-120","F"
"F23_613719","HHF23_613719","50-59","F"
"F23_613729","HHF23_613729","50-59","F"
"F23_613730","HHF23_613730","70-120","F"
"F23_613731","HHF23_613731","50-59","F"
"F23_613732","HHF23_613732","60-69","F"
"F23_613734","HHF23_613734","60-69","M"
"F23_613740","HHF23_613740","60-69","M"
"F23_613743","HHF23_613743","60-69","M"
"F23_613746","HHF23_613746","40-49","M"
"B4_20734","HHB4_20734","60-69","M"
"F23_613749","HHF23_613749","40-49","F"
"F23_613750","HHF23_613750","60-69","F"
"F23_613752","HHF23_613752","60-69","F"
"F23_613756","HHF23_613756","60-69","F"
"F23_613759","HHF23_613759","60-69","F"
"F23_613761","HHF23_613761","70-120","M"
"F23_613762","HHF23_613762","70-120","F"
"F23_613764","HHF23_613764","70-120","M"
"F23_613765","HHF23_613765","50-59","F"
"F23_613766","HHF23_613766","70-120","M"
"B4_20735","HHB4_20735","70-120","F"
"F23_613767","HHF23_613767","60-69","M"
"F23_613768","HHF23_613768","60-69","F"
"F23_613769","HHF23_613769","60-69","F"
"F23_613773","HHF23_613773","60-69","F"
"F23_613776","HHF23_613776","70-120","M"
"F23_613777","HHF23_613777","50-59","F"
"F23_613780","HHF23_613780","60-69","F"
"F23_613781","HHF23_613781","70-120","F"
"F23_613782","HHF23_613782","60-69","M"
"F23_613783","HHF23_613783","40-49","F"
"B4_20736","HHB4_20736","40-49","F"
"F23_613784","HHF23_613784","5-11","M"
"F23_613785","HHF23_613785","70-120","M"
"F23_613786","HHF23_613786","50-59","M"
"F23_613787","HHF23_613787","40-49","M"
"F23_613788","HHF23_613788","50-59","F"
"F23_613789","HHF23_613789","12-17","F"
"F23_613790","HHF23_613790","40-49","F"
"F23_613791","HHF23_613791","70-120","F"
"F23_613792","HHF23_613792","12-17","F"
"F23_613793","HHF23_613793","70-120","F"
"B4_20737","HHB4_20737","60-69","F"
"F23_613794","HHF23_613794","70-120","M"
"F23_613795","HHF23_613795","30-39","M"
"F23_613796","HHF23_613796","50-59","M"
"F23_613797","HHF23_613797","50-59","M"
"F23_613798","HHF23_613798","12-17","M"
"F23_613799","HHF23_613799","60-69","F"
"F23_613800","HHF23_613800","5-11","M"
"F23_613801","HHF23_613801","70-120","F"
"F23_613802","HHF23_613802","5-11","F"
"F23_613803","HHF23_613803","60-69","M"
"B4_20738","HHB4_20738","40-49","M"
"F23_613804","HHF23_613804","60-69","M"
"F23_613805","HHF23_613805","12-17","M"
"F23_613806","HHF23_613806","5-11","M"
"F23_613807","HHF23_613807","50-59","M"
"F23_613808","HHF23_613808","40-49","F"
"F23_613809","HHF23_613809","50-59","M"
"F23_613810","HHF23_613810","50-59","M"
"F23_613811","HHF23_613811","12-17","F"
"F23_613812","HHF23_613812","50-59","F"
"F23_613813","HHF23_613813","70-120","F"
"A1_11794","HHA1_11794","30-39","F"
"B4_20740","HHB4_20740","40-49","F"
"F23_613814","HHF23_613814","12-17","F"
"F23_613815","HHF23_613815","40-49","F"
"F23_613816","HHF23_613816","5-11","F"
"F23_613817","HHF23_613817","70-120","F"
"F23_613818","HHF23_613818","70-120","F"
"F23_613819","HHF23_613819","50-59","F"
"F23_613820","HHF23_613820","60-69","F"
"F23_613821","HHF23_613821","5-11","M"
"F23_613822","HHF23_613822","12-17","F"
"F23_613823","HHF23_613823","30-39","F"
"B4_20741","HHB4_20741","40-49","F"
"F23_613824","HHF23_613824","18-29","F"
"F23_613825","HHF23_613825","60-69","F"
"F23_613826","HHF23_613826","60-69","F"
"F23_613827","HHF23_613827","5-11","M"
"F23_613828","HHF23_613828","0-4","F"
"F23_613829","HHF23_613829","40-49","F"
"F23_613830","HHF23_613830","12-17","F"
"F23_613831","HHF23_613831","5-11","F"
"F23_613832","HHF23_613832","5-11","F"
"F23_613833","HHF23_613833","60-69","F"
"B4_20743","HHB4_20743","30-39","F"
"F23_613834","HHF23_613834","60-69","F"
"F23_613835","HHF23_613835","50-59","F"
"F23_613836","HHF23_613836","12-17","F"
"F23_613837","HHF23_613837","50-59","M"
"F23_613838","HHF23_613838","5-11","F"
"F23_613839","HHF23_613839","0-4","M"
"F23_613840","HHF23_613840","60-69","F"
"F23_613841","HHF23_613841","12-17","M"
"F23_613842","HHF23_613842","60-69","F"
"F23_613843","HHF23_613843","60-69","F"
"B4_20744","HHB4_20744","40-49","M"
"F23_613844","HHF23_613844","0-4","F"
"F23_613845","HHF23_613845","60-69","F"
"F23_613846","HHF23_613846","5-11","M"
"F23_613847","HHF23_613847","50-59","F"
"F23_613848","HHF23_613848","5-11","F"
"F23_613849","HHF23_613849","60-69","F"
"F23_613850","HHF23_613850","0-4","F"
"F23_613851","HHF23_613851","60-69","F"
"F23_613852","HHF23_613852","40-49","M"
"F23_613853","HHF23_613853","12-17","M"
"B4_20745","HHB4_20745","70-120","F"
"F23_613854","HHF23_613854","5-11","F"
"F23_613855","HHF23_613855","0-4","F"
"F23_613856","HHF23_613856","70-120","M"
"F23_613857","HHF23_613857","5-11","M"
"F23_613858","HHF23_613858","12-17","M"
"F23_613859","HHF23_613859","5-11","M"
"F23_613860","HHF23_613860","5-11","M"
"F23_613861","HHF23_613861","50-59","F"
"F23_613862","HHF23_613862","60-69","F"
"F23_613863","HHF23_613863","12-17","M"
"B4_20746","HHB4_20746","50-59","F"
"F23_613864","HHF23_613864","70-120","M"
"F23_613865","HHF23_613865","12-17","M"
"F23_613866","HHF23_613866","12-17","M"
"F23_613867","HHF23_613867","50-59","F"
"F23_613868","HHF23_613868","12-17","F"
"F23_613869","HHF23_613869","60-69","M"
"F23_613870","HHF23_613870","5-11","F"
"F23_613871","HHF23_613871","5-11","M"
"F23_613872","HHF23_613872","60-69","F"
"F23_613873","HHF23_613873","12-17","M"
"B4_20748","HHB4_20748","70-120","M"
"F23_613874","HHF23_613874","30-39","M"
"F23_613875","HHF23_613875","5-11","M"
"F23_613876","HHF23_613876","40-49","F"
"F23_613877","HHF23_613877","0-4","F"
"F23_613878","HHF23_613878","12-17","M"
"F23_613879","HHF23_613879","12-17",NA
"F23_613880","HHF23_613880","0-4","M"
"F23_613881","HHF23_613881","5-11","F"
"F23_613882","HHF23_613882","70-120","F"
"F23_613883","HHF23_613883","5-11","F"
"B4_20749","HHB4_20749","60-69","M"
"F23_613884","HHF23_613884","60-69","F"
"F23_613885","HHF23_613885","60-69","F"
"F23_613886","HHF23_613886","50-59","F"
"F23_613887","HHF23_613887","5-11","M"
"F23_613888","HHF23_613888","5-11","F"
"F23_613889","HHF23_613889","60-69","M"
"F23_613890","HHF23_613890","40-49","F"
"F23_613891","HHF23_613891","30-39","F"
"F23_613892","HHF23_613892","60-69","F"
"F23_613893","HHF23_613893","40-49","F"
"B4_20750","HHB4_20750","60-69","F"
"F23_613894","HHF23_613894","5-11","M"
"F23_613895","HHF23_613895","50-59","M"
"F23_613896","HHF23_613896","12-17","F"
"F23_613897","HHF23_613897","12-17","F"
"F23_613898","HHF23_613898","12-17","M"
"F23_613899","HHF23_613899","5-11","F"
"F23_613900","HHF23_613900","12-17","M"
"F23_613901","HHF23_613901","40-49","M"
"F23_613902","HHF23_613902","0-4","M"
"F23_613903","HHF23_613903","60-69","M"
"B4_20751","HHB4_20751","70-120","F"
"F23_613904","HHF23_613904","18-29",NA
"F23_613905","HHF23_613905","0-4","F"
"F23_613906","HHF23_613906","50-59","F"
"F23_613907","HHF23_613907","50-59","M"
"F23_613908","HHF23_613908","70-120","F"
"F23_613909","HHF23_613909","12-17","F"
"F23_613910","HHF23_613910","40-49","F"
"F23_613911","HHF23_613911","5-11","F"
"F23_613912","HHF23_613912","50-59","M"
"F23_613913","HHF23_613913","5-11","F"
"A1_11795","HHA1_11795","18-29","M"
"B4_20752","HHB4_20752","50-59","F"
"F23_613914","HHF23_613914","5-11","F"
"F23_613915","HHF23_613915","30-39","F"
"F23_613916","HHF23_613916","12-17","F"
"F23_613917","HHF23_613917","12-17","M"
"F23_613918","HHF23_613918","12-17","M"
"F23_613919","HHF23_613919","5-11","M"
"F23_613920","HHF23_613920","12-17","F"
"F23_613921","HHF23_613921","12-17","M"
"F23_613922","HHF23_613922","5-11","M"
"F23_613923","HHF23_613923","60-69","F"
"B4_20753","HHB4_20753","30-39","M"
"F23_613924","HHF23_613924","0-4","F"
"F23_613925","HHF23_613925","5-11","M"
"F23_613926","HHF23_613926","12-17","M"
"F23_613927","HHF23_613927",NA,"M"
"F23_613928","HHF23_613928","70-120","F"
"F23_613929","HHF23_613929","12-17","F"
"F23_613930","HHF23_613930","5-11","F"
"F23_613931","HHF23_613931","60-69","M"
"F23_613932","HHF23_613932","30-39","F"
"F23_613933","HHF23_613933","12-17","F"
"B4_20755","HHB4_20755","50-59","M"
"F23_613934","HHF23_613934","5-11","F"
"F23_613935","HHF23_613935","5-11","M"
"F23_613936","HHF23_613936","12-17","F"
"F23_613937","HHF23_613937","12-17","F"
"F23_613938","HHF23_613938","0-4","F"
"F23_613939","HHF23_613939","12-17","M"
"F23_613940","HHF23_613940","5-11","M"
"F23_613941","HHF23_613941","0-4","M"
"F23_613942","HHF23_613942","12-17","M"
"F23_613943","HHF23_613943","0-4","M"
"B4_20757","HHB4_20757","50-59","M"
"F23_613944","HHF23_613944","0-4","F"
"F23_613945","HHF23_613945","0-4","M"
"F23_613946","HHF23_613946","12-17","M"
"F23_613947","HHF23_613947","5-11","M"
"F23_613948","HHF23_613948","60-69","M"
"F23_613949","HHF23_613949","5-11","F"
"F23_613950","HHF23_613950","5-11","M"
"F23_613951","HHF23_613951","5-11","F"
"F23_613952","HHF23_613952","12-17","F"
"F23_613953","HHF23_613953","5-11","M"
"B4_20759","HHB4_20759","60-69","M"
"F23_613954","HHF23_613954","0-4","M"
"F23_613955","HHF23_613955","12-17","F"
"F23_613956","HHF23_613956","5-11","F"
"F23_613957","HHF23_613957","12-17","F"
"F23_613958","HHF23_613958","60-69","M"
"F23_613959","HHF23_613959","50-59","M"
"F23_613960","HHF23_613960","0-4","M"
"F23_613961","HHF23_613961","12-17","F"
"F23_613962","HHF23_613962","60-69","M"
"F23_613963","HHF23_613963","50-59","F"
"B4_20761","HHB4_20761","50-59","M"
"F23_613964","HHF23_613964","50-59","M"
"F23_613965","HHF23_613965","5-11","M"
"F23_613966","HHF23_613966","5-11","M"
"F23_613967","HHF23_613967","5-11","F"
"F23_613968","HHF23_613968","0-4","M"
"F23_613969","HHF23_613969","50-59","M"
"F23_613970","HHF23_613970","40-49","M"
"F23_613971","HHF23_613971","0-4","M"
"F23_613972","HHF23_613972","5-11","M"
"F23_613973","HHF23_613973","0-4","F"
"B4_20762","HHB4_20762","50-59","F"
"F23_613974","HHF23_613974","40-49","F"
"F23_613975","HHF23_613975","5-11","M"
"F23_613976","HHF23_613976","12-17","F"
"F23_613977","HHF23_613977","60-69","F"
"F23_613978","HHF23_613978","12-17","F"
"F23_613979","HHF23_613979","5-11","F"
"F23_613980","HHF23_613980","12-17","F"
"F23_613981","HHF23_613981","50-59","F"
"F23_613982","HHF23_613982","70-120","M"
"F23_613983","HHF23_613983","60-69","M"
"B4_20763","HHB4_20763","70-120","F"
"F23_613984","HHF23_613984","50-59","F"
"F23_613985","HHF23_613985","12-17","M"
"F23_613986","HHF23_613986","12-17","F"
"F23_613987","HHF23_613987","5-11","F"
"F23_613988","HHF23_613988","12-17","M"
"F23_613989","HHF23_613989","5-11","F"
"F23_613990","HHF23_613990","40-49","M"
"F23_613991","HHF23_613991","0-4","F"
"F23_613992","HHF23_613992","0-4","M"
"F23_613993","HHF23_613993","50-59","F"
"B4_20764","HHB4_20764","70-120","F"
"F23_613994","HHF23_613994","12-17","M"
"F23_613995","HHF23_613995","12-17","M"
"F23_613996","HHF23_613996","5-11","M"
"F23_613997","HHF23_613997","5-11","M"
"F23_613998","HHF23_613998","5-11","F"
"F23_613999","HHF23_613999","0-4","F"
"F23_614000","HHF23_614000","5-11","F"
"F23_614001","HHF23_614001","12-17","F"
"F23_614002","HHF23_614002","0-4","F"
"F23_614003","HHF23_614003","0-4","F"
"B4_20765","HHB4_20765","50-59","M"
"F23_614004","HHF23_614004","5-11","M"
"F23_614005","HHF23_614005","5-11","F"
"F23_614006","HHF23_614006","12-17","M"
"F23_614007","HHF23_614007","5-11","F"
"F23_614008","HHF23_614008","12-17","M"
"F23_614009","HHF23_614009","40-49","F"
"F23_614010","HHF23_614010","5-11","M"
"F23_614011","HHF23_614011","5-11","F"
"F23_614012","HHF23_614012","50-59","F"
"F23_614013","HHF23_614013","5-11","F"
"A1_11796","HHA1_11796","18-29","F"
"B4_20766","HHB4_20766","70-120","M"
"F23_614014","HHF23_614014","40-49","M"
"F23_614015","HHF23_614015","12-17","F"
"F23_614016","HHF23_614016","60-69","F"
"F23_614017","HHF23_614017","5-11","F"
"F23_614018","HHF23_614018","12-17","F"
"F23_614019","HHF23_614019","5-11","F"
"F23_614020","HHF23_614020","30-39","F"
"F23_614021","HHF23_614021","60-69","M"
"F23_614022","HHF23_614022","5-11","M"
"F23_614023","HHF23_614023","12-17","F"
"B4_20768","HHB4_20768","50-59","M"
"F23_614024","HHF23_614024","5-11","F"
"F23_614025","HHF23_614025","30-39","F"
"F23_614026","HHF23_614026","30-39","M"
"F23_614027","HHF23_614027","60-69","F"
"F23_614028","HHF23_614028","12-17","M"
"F23_614029","HHF23_614029","5-11","M"
"F23_614030","HHF23_614030","5-11","M"
"F23_614031","HHF23_614031","5-11","M"
"F23_614032","HHF23_614032","60-69","F"
"F23_614033","HHF23_614033","0-4","M"
"B4_20769","HHB4_20769","70-120","F"
"F23_614034","HHF23_614034","12-17","M"
"F23_614035","HHF23_614035","60-69","F"
"F23_614036","HHF23_614036","0-4","M"
"F23_614037","HHF23_614037","5-11","F"
"F23_614038","HHF23_614038","5-11","F"
"F23_614039","HHF23_614039","5-11","M"
"F23_614040","HHF23_614040","12-17","F"
"F23_614041","HHF23_614041","40-49","F"
"F23_614042","HHF23_614042","0-4","F"
"F23_614043","HHF23_614043","30-39","F"
"B4_20770","HHB4_20770","70-120","F"
"F23_614044","HHF23_614044","70-120","F"
"F23_614045","HHF23_614045","0-4","F"
"F23_614046","HHF23_614046","5-11","M"
"F23_614047","HHF23_614047","60-69","F"
"F23_614048","HHF23_614048","12-17","F"
"F23_614049","HHF23_614049","12-17","M"
"F23_614050","HHF23_614050","30-39","M"
"F23_614051","HHF23_614051","40-49","M"
"F23_614052","HHF23_614052","5-11","M"
"F23_614053","HHF23_614053","70-120","F"
"B4_20772","HHB4_20772","70-120","F"
"F23_614054","HHF23_614054","5-11","F"
"F23_614055","HHF23_614055","5-11","M"
"F23_614056","HHF23_614056","40-49","F"
"F23_614057","HHF23_614057","60-69","M"
"F23_614058","HHF23_614058","12-17","M"
"F23_614059","HHF23_614059","5-11","M"
"F23_614060","HHF23_614060","5-11","F"
"F23_614061","HHF23_614061","12-17","F"
"F23_614062","HHF23_614062","12-17","F"
"F23_614063","HHF23_614063","50-59","M"
"B4_20774","HHB4_20774","70-120","M"
"F23_614064","HHF23_614064","30-39",NA
"F23_614065","HHF23_614065","18-29","F"
"F23_614066","HHF23_614066","5-11","M"
"F23_614067","HHF23_614067","5-11","M"
"F23_614068","HHF23_614068","50-59","F"
"F23_614069","HHF23_614069","12-17","F"
"F23_614070","HHF23_614070","12-17","M"
"F23_614071","HHF23_614071","5-11","F"
